0,1,2,3,4,5,6,7,8,9
1.2850402082033252,0.24105115598201232,1.5145988989783512,-1.9115668813927322,0.9746694687021773,0.2760098275755756,0.12472217470714364,-1.874653988253951,0.4083803401887369,0.6730222534817349
0.24171834979546958,4.055215850064303,-0.49954446192125657,-0.09345254647434897,-0.2855031922054747,0.6193500254841466,0.045374850238947495,0.9515221335396515,-1.200009942421445,-0.06106111648413437
3.251759955833064,1.0275655251502078,-0.9758631643928698,0.3028460726547122,0.3832854615751493,1.0071327966966983,0.31660917831637847,-0.3824277389444709,0.7184894025740904,-0.2525948269257432
-1.6775780741950914,-0.7317863714702182,-0.3415522334648351,-0.9522374420877264,1.4232528509607356,-1.9971305843469074,2.463397965733158,0.4033311205711485,0.45329111227701824,0.5015866385954197
-2.3421710388267463,-0.6329541834815271,0.49008063844185235,-0.567104273918666,1.6511225764225357,0.40166146195950764,0.5841349213589323,-0.04982500582689098,-0.2089682012627594,-0.3599335897276925
-2.354834645566699,-0.702568087816811,0.21496529468109127,-0.4609282664453762,-0.7297827032482271,-0.015759661215315024,0.5977099005281794,-0.6051576432164392,0.758841132688775,-0.5069364370426102
-0.2840596848463335,2.8890351775641787,-0.4126455528810391,-0.34713272268137185,1.110380327639102,-0.27146123159338864,1.7939387959971969,0.627373695090083,1.0073571727021722,0.8004204216335269
-1.7778575988988363,0.6248854607683012,0.028331305976107113,1.7282122715762887,-1.0579851800190867,-1.7865621042011341,0.0431841716561554,0.0664719259114881,0.5680047551420668,-0.27931527080155605
2.5246722602156844,0.19993913730199797,0.26885164508409964,0.5985779874141084,0.3633591140138168,0.5557395959397846,-0.36890673435190946,-0.09594765784943493,0.833193106982044,0.1778357873120049
2.6892136294965416,-0.4402712354179088,-0.03970777839395945,-0.8604872217799449,2.044533156338775,-0.521332410871526,0.03076110542153243,0.31898281117251526,0.9828896023179337,0.503955365123461
1.0323981038749501,-1.140407901569238,-0.3926933757359622,-0.7178499222250404,-0.6038008624296035,-0.23897890672608518,-1.0797859798414866,0.7014187044338649,0.5397224114167967,0.42779739117678584
-1.6927903160914726,1.2300499926606623,1.1219646624920934,-0.2622561428403858,0.8081242480055095,-0.4805368347865657,0.02843588350180859,-0.9394454719404858,-0.08470860393797874,0.3168114207288206
1.354333438931306,0.07557527572267952,0.40882608035181167,0.4658896313037548,0.4562994846593662,0.7272538591108086,-0.3906668340227524,-0.4020196932190694,-0.3406821960354447,0.3803249786124636
